state_ut_name,ac_no,ac_name,sex,age,category,party,symbol,general,postal,total,pct_votes_polled,total_electors,candidate_no,candidate_name
WEST BENGAL,206,MOYNA,MALE,37.0,SC,IND,Apple,232,0,232,0.1,255164.0,8,BIPLAB BARAI
TURN OUT,,,,,TOTAL:,,,222446,1988,224434,87.96,,,
WEST BENGAL,207,NANDAKUMAR,MALE,60.0,GENERAL,AITC,Flowers and Grass,107330,851,108181,47.6,253829.0,1,SUKUMAR DE
WEST BENGAL,207,NANDAKUMAR,MALE,41.0,GENERAL,BJP,Lotus,102106,669,102775,45.22,253829.0,2,ADHIKARY NILANJAN
WEST BENGAL,207,NANDAKUMAR,MALE,53.0,GENERAL,CPI(M),"Hammer, Sickle and Star",12651,131,12782,5.62,253829.0,3,KARUNA SANKAR BHOWMIK
WEST BENGAL,207,NANDAKUMAR,,,,NOTA,NOTA,1471,2,1473,0.65,253829.0,4,NOTA
WEST BENGAL,207,NANDAKUMAR,MALE,38.0,GENERAL,SUCI,Battery Torch,1341,8,1349,0.59,253829.0,5,SAUMITRA PATTANAYAK
WEST BENGAL,207,NANDAKUMAR,MALE,58.0,GENERAL,IND,Grapes,711,4,715,0.31,253829.0,6,MARPHAT ALI KHAN
TURN OUT,,,,,TOTAL:,,,225610,1665,227275,89.54,,,
WEST BENGAL,208,MAHISADAL,MALE,55.0,GENERAL,AITC,Flowers and Grass,100768,1218,101986,46.49,245266.0,1,TILAK KUMAR CHAKRABORTY
WEST BENGAL,208,MAHISADAL,MALE,43.0,GENERAL,BJP,Lotus,98635,965,99600,45.41,245266.0,2,BISWANATH BANERJEE
WEST BENGAL,208,MAHISADAL,MALE,39.0,GENERAL,RSSCMJP,Envelope,13685,111,13796,6.29,245266.0,3,BIKRAM CHATTERJEE
WEST BENGAL,208,MAHISADAL,,,,NOTA,NOTA,1759,6,1765,0.8,245266.0,4,NOTA
WEST BENGAL,208,MAHISADAL,MALE,54.0,GENERAL,SUCI,Battery torch,969,13,982,0.45,245266.0,5,TAPAN KUMAR MAITY
WEST BENGAL,208,MAHISADAL,MALE,59.0,GENERAL,IND,Gas Cylinder,785,3,788,0.36,245266.0,6,PHAJLUR RAHAMAN SEK
WEST BENGAL,208,MAHISADAL,MALE,46.0,GENERAL,IND,Football,429,9,438,0.2,245266.0,7,KOUSHIK DAS
TURN OUT,,,,,TOTAL:,,,217030,2325,219355,89.44,,,
WEST BENGAL,209,HALDIA,FEMALE,49.0,SC,BJP,Lotus,103489,637,104126,47.15,251051.0,1,TAPASI MONDAL
WEST BENGAL,209,HALDIA,MALE,57.0,SC,AITC,Flowers and Grass,88663,455,89118,40.36,251051.0,2,SWAPAN NASKAR
WEST BENGAL,209,HALDIA,FEMALE,43.0,SC,CPI(M),"Hammer, Sickle and Star",22510,178,22688,10.27,251051.0,3,KAR PAIK MANIKA
WEST BENGAL,209,HALDIA,MALE,42.0,SC,BSP,Elephant,1920,2,1922,0.87,251051.0,4,SUBRATA GHORAI
WEST BENGAL,209,HALDIA,MALE,52.0,SC,SUCI,Battery torch,1548,8,1556,0.7,251051.0,5,NARAYAN PRAMANIK
WEST BENGAL,209,HALDIA,,,,NOTA,NOTA,1408,5,1413,0.64,251051.0,6,NOTA
TURN OUT,,,,,TOTAL:,,,219538,1285,220823,87.96,,,
WEST BENGAL,210,NANDIGRAM,MALE,50.0,GENERAL,BJP,Lotus,109673,1091,110764,48.49,257999.0,1,ADHIKARI SUVENDU
WEST BENGAL,210,NANDIGRAM,FEMALE,66.0,GENERAL,AITC,Flowers and Grass,107937,871,108808,47.64,257999.0,2,MAMATA BANERJEE
WEST BENGAL,210,NANDIGRAM,FEMALE,37.0,GENERAL,CPI(M),"Hammer, Sickle and Star",6198,69,6267,2.74,257999.0,3,MINAKSHI MUKHERJEE
WEST BENGAL,210,NANDIGRAM,,,,NOTA,NOTA,1089,1,1090,0.48,257999.0,4,NOTA
WEST BENGAL,210,NANDIGRAM,MALE,33.0,GENERAL,IND,Truck,773,3,776,0.34,257999.0,5,SWAPAN PARUA
WEST BENGAL,210,NANDIGRAM,MALE,28.0,GENERAL,IND,DIAMOND,310,3,313,0.14,257999.0,6,SK SADDAM HOSSAIN
WEST BENGAL,210,NANDIGRAM,MALE,49.0,GENERAL,SUCI,Battery torch,235,5,240,0.11,257999.0,7,MANOJ KUMAR DAS
WEST BENGAL,210,NANDIGRAM,MALE,44.0,GENERAL,IND,Bat,74,0,74,0.03,257999.0,8,DIPAK KUMAR GAYEN
WEST BENGAL,210,NANDIGRAM,MALE,62.0,GENERAL,IND,Brush,72,1,73,0.03,257999.0,9,SUBRATA BOSE
TURN OUT,,,,,TOTAL:,,,226361,2044,228405,88.53,,,
WEST BENGAL,211,CHANDIPUR,MALE,37.0,GENERAL,AITC,Flowers and Grass,109193,577,109770,49.82,245775.0,1,SOHAM CHAKRABORTY
WEST BENGAL,211,CHANDIPUR,MALE,39.0,GENERAL,BJP,Lotus,95695,603,96298,43.71,245775.0,2,PULAK KANTI GURIA
WEST BENGAL,211,CHANDIPUR,MALE,32.0,GENERAL,CPI(M),"Hammer, Sickle and Star",9708,129,9837,4.46,245775.0,3,ASHIS KUMAR GUCHHAIT
WEST BENGAL,211,CHANDIPUR,MALE,51.0,GENERAL,WBSP,Tractor Chalata Kisan,1365,0,1365,0.62,245775.0,4,BIKASH CHANDRA DAS
WEST BENGAL,211,CHANDIPUR,MALE,54.0,SC,BSP,Elephant,1253,1,1254,0.57,245775.0,5,BISWANATH GHORAI
WEST BENGAL,211,CHANDIPUR,,,,NOTA,NOTA,726,10,736,0.33,245775.0,6,NOTA
WEST BENGAL,211,CHANDIPUR,MALE,39.0,GENERAL,IND,Television,589,3,592,0.27,245775.0,7,ARUP KUMAR SAHOO
WEST BENGAL,211,CHANDIPUR,MALE,57.0,GENERAL,SUCI,Battery torch,470,5,475,0.22,245775.0,8,SWAPAN KUMAR BHOWMIK
TURN OUT,,,,,TOTAL:,,,218999,1328,220327,89.65,,,
WEST BENGAL,212,PATASHPUR,MALE,46.0,GENERAL,AITC,Flowers and Grass,104268,1031,105299,50.42,236413.0,1,UTTAM BARIK
WEST BENGAL,212,PATASHPUR,MALE,68.0,GENERAL,BJP,Lotus,94402,903,95305,45.64,236413.0,2,AMBUJAKSHA MAHANTI
WEST BENGAL,212,PATASHPUR,MALE,31.0,GENERAL,CPI,Ears of Corn And Sickle,6525,106,6631,3.18,236413.0,3,SAIKAT GIRI
WEST BENGAL,212,PATASHPUR,,,,NOTA,NOTA,856,5,861,0.41,236413.0,4,NOTA
WEST BENGAL,212,PATASHPUR,MALE,36.0,GENERAL,SUCI,Battery torch,721,10,731,0.35,236413.0,5,SURJYENDU BIKASH PATRA
TURN OUT,,,,,TOTAL:,,,206772,2055,208827,88.33,,,
WEST BENGAL,213,KANTHI UTTAR,FEMALE,53.0,GENERAL,BJP,Lotus,112677,847,113524,49.7,257427.0,1,SUMITA SINHA
WEST BENGAL,213,KANTHI UTTAR,MALE,45.0,GENERAL,AITC,Flowers and Grass,103116,1078,104194,45.62,257427.0,2,TARUN KUMAR JANA
WEST BENGAL,213,KANTHI UTTAR,MALE,45.0,GENERAL,CPI(M),"Hammer, Sickle and Star",6432,72,6504,2.85,257427.0,3,SUTANU MAITY
WEST BENGAL,213,KANTHI UTTAR,,,,NOTA,NOTA,1486,6,1492,0.65,257427.0,4,NOTA
WEST BENGAL,213,KANTHI UTTAR,MALE,43.0,GENERAL,IND,Football,864,2,866,0.38,257427.0,5,PRABIR MISHRA
WEST BENGAL,213,KANTHI UTTAR,MALE,45.0,GENERAL,SUCI,Battery torch,767,6,773,0.34,257427.0,6,PANCHANAN DAS
WEST BENGAL,213,KANTHI UTTAR,FEMALE,26.0,GENERAL,IND,Tractor Chalata Kisan,649,3,652,0.29,257427.0,7,LIRIKA MUKTAR
WEST BENGAL,213,KANTHI UTTAR,MALE,43.0,GENERAL,IND,Apple,213,0,213,0.09,257427.0,8,DEBASIS DAS
WEST BENGAL,213,KANTHI UTTAR,MALE,55.0,SC,IUC,Glass Tumbler,198,0,198,0.09,257427.0,9,BISWANATH DAS
TURN OUT,,,,,TOTAL:,,,226402,2014,228416,88.73,,,
WEST BENGAL,214,BHAGABANPUR,MALE,50.0,GENERAL,BJP,Lotus,120633,847,121480,54.56,254184.0,1,RABINDRANATH MAITY
WEST BENGAL,214,BHAGABANPUR,MALE,68.0,GENERAL,AITC,Flowers and Grass,93228,703,93931,42.19,254184.0,2,ARDHENDU MAITY
WEST BENGAL,214,BHAGABANPUR,MALE,42.0,GENERAL,INC,Hand,5192,82,5274,2.37,254184.0,3,SHIU MAITI
WEST BENGAL,214,BHAGABANPUR,,,,NOTA,NOTA,1013,6,1019,0.46,254184.0,4,NOTA
WEST BENGAL,214,BHAGABANPUR,MALE,59.0,GENERAL,SUCI,Battery torch,938,8,946,0.42,254184.0,5,ASOKTARU PRADHAN
TURN OUT,,,,,TOTAL:,,,221004,1646,222650,87.59,,,
WEST BENGAL,215,KHEJURI,MALE,36.0,SC,BJP,Lotus,109697,710,110407,51.93,238630.0,1,SANTANU PRAMANIK
WEST BENGAL,215,KHEJURI,MALE,50.0,SC,AITC,Flowers and Grass,91814,628,92442,43.48,238630.0,2,PARTHA PRATIM DAS
WEST BENGAL,215,KHEJURI,MALE,60.0,SC,CPI(M),"Hammer, Sickle and Star",7747,65,7812,3.67,238630.0,3,HIMANGSHU DAS
WEST BENGAL,215,KHEJURI,,,,NOTA,NOTA,1129,7,1136,0.53,238630.0,4,NOTA
WEST BENGAL,215,KHEJURI,MALE,67.0,SC,SUCI,Battery torch,817,7,824,0.39,238630.0,5,SOMNATH MANDAL
TURN OUT,,,,,TOTAL:,,,211204,1417,212621,89.1,,,
WEST BENGAL,216,KANTHI DAKSHIN,MALE,63.0,GENERAL,BJP,Lotus,97499,978,98477,50.58,224657.0,1,ARUP KUMAR DAS
WEST BENGAL,216,KANTHI DAKSHIN,MALE,73.0,GENERAL,AITC,Flowers and Grass,87257,927,88184,45.3,224657.0,2,JYOTIRMOY KAR
WEST BENGAL,216,KANTHI DAKSHIN,MALE,80.0,GENERAL,CPI,Ears of Corn And Sickle,5895,119,6014,3.09,224657.0,3,ANURUP PANDA
WEST BENGAL,216,KANTHI DAKSHIN,FEMALE,53.0,GENERAL,SUCI,Battery Torch,1130,6,1136,0.58,224657.0,4,SHRABANI PAHARI
WEST BENGAL,216,KANTHI DAKSHIN,,,,NOTA,NOTA,863,7,870,0.45,224657.0,5,NOTA
TURN OUT,,,,,TOTAL:,,,192644,2037,194681,86.66,,,
WEST BENGAL,217,RAMNAGAR,MALE,62.0,GENERAL,AITC,Flowers and Grass,111870,752,112622,50.72,264900.0,1,AKHIL GIRI
WEST BENGAL,217,RAMNAGAR,MALE,66.0,GENERAL,BJP,Lotus,99477,628,100105,45.08,264900.0,2,SWADESH RANJAN NAYAK
WEST BENGAL,217,RAMNAGAR,MALE,59.0,GENERAL,CPI(M),"Hammer, Sickle and Star",6657,94,6751,3.04,264900.0,3,SABYASACHI JANA
WEST BENGAL,217,RAMNAGAR,,,,NOTA,NOTA,1230,3,1233,0.56,264900.0,4,NOTA
WEST BENGAL,217,RAMNAGAR,FEMALE,54.0,GENERAL,SUCI,Battery torch,942,2,944,0.43,264900.0,5,ARATI PAHARI
WEST BENGAL,217,RAMNAGAR,FEMALE,30.0,GENERAL,RTORP,Pressure Cooker,399,6,405,0.18,264900.0,6,TRAYEE PRADHAN
TURN OUT,,,,,TOTAL:,,,220575,1485,222060,83.83,,,
WEST BENGAL,218,EGRA,MALE,53.0,GENERAL,AITC,Flowers and Grass,124805,958,125763,52.22,284614.0,1,TARUN KUMAR MAITY
WEST BENGAL,218,EGRA,MALE,30.0,GENERAL,BJP,Lotus,106357,915,107272,44.55,284614.0,2,ARUP DASH
WEST BENGAL,218,EGRA,MALE,60.0,GENERAL,INC,Hand,4997,89,5086,2.11,284614.0,3,MANAS KUMAR KARMAHAPATRA
WEST BENGAL,218,EGRA,,,,NOTA,NOTA,1388,5,1393,0.58,284614.0,4,NOTA
WEST BENGAL,218,EGRA,MALE,60.0,GENERAL,SUCI,Battery torch,1290,13,1303,0.54,284614.0,5,JAGADIS SAU
TURN OUT,,,,,TOTAL:,,,238837,1980,240817,84.61,,,
WEST BENGAL,219,DANTAN,MALE,67.0,GENERAL,AITC,Flowers and Grass,94609,600,95209,48.13,233841.0,1,BIKRAM CHANDRA PRADHAN
WEST BENGAL,219,DANTAN,MALE,61.0,GENERAL,BJP,Lotus,93834,752,94586,47.82,233841.0,2,SAKTIPADA NAYAK
WEST BENGAL,219,DANTAN,MALE,46.0,GENERAL,CPI,Ears of Corn And Sickle,5556,96,5652,2.86,233841.0,3,SISIR KUMAR PATRA
WEST BENGAL,219,DANTAN,,,,NOTA,NOTA,1245,5,1250,0.63,233841.0,4,NOTA
WEST BENGAL,219,DANTAN,MALE,59.0,GENERAL,SUCI,Battery Torch,1096,5,1101,0.56,233841.0,5,SUBHAS DAS
TURN OUT,,,,,TOTAL:,,,196340,1458,197798,84.59,,,
WEST BENGAL,220,NAYAGRAM,MALE,44.0,ST,AITC,Flowers and Grass,99825,1078,100903,52.46,226791.0,1,DULAL MURMU
WEST BENGAL,220,NAYAGRAM,MALE,52.0,ST,BJP,Lotus,77089,1060,78149,40.63,226791.0,2,BAKUL MURMU
WEST BENGAL,220,NAYAGRAM,MALE,42.0,ST,CPI(M),"Hammer, Sickle and Star",5755,108,5863,3.05,226791.0,3,HARIPADA SAREN
WEST BENGAL,220,NAYAGRAM,,,,NOTA,NOTA,3077,9,3086,1.6,226791.0,4,NOTA
WEST BENGAL,220,NAYAGRAM,MALE,37.0,ST,BSP,Elephant,1844,14,1858,0.97,226791.0,5,SHYAM MANDI
WEST BENGAL,220,NAYAGRAM,MALE,36.0,ST,IND,Football,896,9,905,0.47,226791.0,6,BIDHAN CHANDRA SING
WEST BENGAL,220,NAYAGRAM,MALE,32.0,ST,IND,FLUTE,897,4,901,0.47,226791.0,7,SHYAMLAL HANSDA
WEST BENGAL,220,NAYAGRAM,MALE,38.0,ST,SUCI,Battery torch,685,4,689,0.36,226791.0,8,KALICHARAN BESHRA
TURN OUT,,,,,TOTAL:,,,190068,2286,192354,84.82,,,
WEST BENGAL,221,GOPIBALLAVPUR,MALE,39.0,GENERAL,AITC,Flowers and Grass,102710,1405,104115,52.3,226417.0,1,DR. KHAGENDRA NATH MAHATA
WEST BENGAL,221,GOPIBALLAVPUR,MALE,43.0,GENERAL,BJP,Lotus,79106,1241,80347,40.36,226417.0,2,SANJIT MAHATA
WEST BENGAL,221,GOPIBALLAVPUR,MALE,56.0,GENERAL,CPI(M),"Hammer, Sickle and Star",5689,130,5819,2.92,226417.0,3,PRASANTA KUMAR DAS
WEST BENGAL,221,GOPIBALLAVPUR,,,,NOTA,NOTA,2781,10,2791,1.4,226417.0,4,NOTA
WEST BENGAL,221,GOPIBALLAVPUR,MALE,46.0,SC,BSP,Elephant,1248,12,1260,0.63,226417.0,5,BANAMALI NAYEK
WEST BENGAL,221,GOPIBALLAVPUR,MALE,42.0,GENERAL,IND,Grapes,1214,10,1224,0.61,226417.0,6,SUBHAS MAHATA (BULA BABU)
WEST BENGAL,221,GOPIBALLAVPUR,MALE,46.0,GENERAL,IND,Football,1162,5,1167,0.59,226417.0,7,RAJESH MAHATO
WEST BENGAL,221,GOPIBALLAVPUR,MALE,30.0,GENERAL,IND,Whistle,972,8,980,0.49,226417.0,8,ASHOKE MAHATA
WEST BENGAL,221,GOPIBALLAVPUR,MALE,56.0,GENERAL,IND,Bat,767,11,778,0.39,226417.0,9,SUSANTA KUMAR DAS
WEST BENGAL,221,GOPIBALLAVPUR,MALE,64.0,GENERAL,IND,Battery torch,572,17,589,0.3,226417.0,10,JITEN GIRI
TURN OUT,,,,,TOTAL:,,,196221,2849,199070,87.92,,,
WEST BENGAL,222,JHARGRAM,FEMALE,38.0,ST,AITC,Flowers and Grass,108044,1449,109493,54.26,236035.0,1,BIRBAHA HANSDA
WEST BENGAL,222,JHARGRAM,MALE,52.0,GENERAL,BJP,Lotus,70048,1205,71253,35.31,236035.0,2,SUKHAMAY SATPATHY (JAHAR)
WEST BENGAL,222,JHARGRAM,FEMALE,37.0,GENERAL,CPI(M),"Hammer, Sickle and Star",10179,251,10430,5.17,236035.0,3,MADHUJA SEN ROY
WEST BENGAL,222,JHARGRAM,,,,NOTA,NOTA,3615,21,3636,1.8,236035.0,4,NOTA
WEST BENGAL,222,JHARGRAM,MALE,73.0,GENERAL,BSP,Elephant,1786,16,1802,0.89,236035.0,5,RAMKRISHNA SARKAR
WEST BENGAL,222,JHARGRAM,FEMALE,52.0,GENERAL,SUCI,Battery torch,1187,6,1193,0.59,236035.0,6,ARCHANA SAIN
WEST BENGAL,222,JHARGRAM,MALE,44.0,GENERAL,IND,Football,1155,4,1159,0.57,236035.0,7,MADHUSUDAN SINGHA
WEST BENGAL,222,JHARGRAM,MALE,57.0,ST,IND,FLUTE,941,11,952,0.47,236035.0,8,HAMLET BASKEY
WEST BENGAL,222,JHARGRAM,MALE,47.0,GENERAL,IND,Balloon,786,14,800,0.4,236035.0,9,SIBAJI MAHATA
WEST BENGAL,222,JHARGRAM,MALE,26.0,ST,AMB,COMPUTER,573,7,580,0.29,236035.0,10,LAXMAN HANSDA
WEST BENGAL,222,JHARGRAM,MALE,57.0,SC,IND,Bat,488,11,499,0.25,236035.0,11,ASHUTOSH RANA
TURN OUT,,,,,TOTAL:,,,198802,2995,201797,85.49,,,
WEST BENGAL,223,KESHIARY,MALE,52.0,ST,AITC,Flowers and Grass,105826,540,106366,50.01,238835.0,1,PARESH MURMU
WEST BENGAL,223,KESHIARY,FEMALE,40.0,ST,BJP,Lotus,90298,738,91036,42.8,238835.0,2,SONALI MURMU SOREN
WEST BENGAL,223,KESHIARY,MALE,53.0,ST,CPI(M),"Hammer, Sickle and Star",9165,105,9270,4.36,238835.0,3,DR. PULIN BIHARI BASKE
WEST BENGAL,223,KESHIARY,,,,NOTA,NOTA,2564,6,2570,1.21,238835.0,4,NOTA
WEST BENGAL,223,KESHIARY,MALE,30.0,ST,BSP,Elephant,1899,5,1904,0.9,238835.0,5,MITHUN MANDI
WEST BENGAL,223,KESHIARY,MALE,49.0,ST,SUCI,Battery Torch,1523,12,1535,0.72,238835.0,6,JHARESWAR ROUTH
TURN OUT,,,,,TOTAL:,,,211275,1406,212681,89.05,,,
WEST BENGAL,224,KHARAGPUR SADAR,MALE,45.0,GENERAL,BJP,Lotus,79129,478,79607,46.45,234672.0,1,HIRANMOY CHATTOPADHYAYA
WEST BENGAL,224,KHARAGPUR SADAR,MALE,49.0,GENERAL,AITC,Flowers and Grass,75461,375,75836,44.25,234672.0,2,PRADIP SARKAR
WEST BENGAL,224,KHARAGPUR SADAR,FEMALE,62.0,GENERAL,INC,Hand,10705,86,10791,6.3,234672.0,3,REETA SHARMA
WEST BENGAL,224,KHARAGPUR SADAR,,,,NOTA,NOTA,2628,15,2643,1.54,234672.0,4,NOTA
WEST BENGAL,224,KHARAGPUR SADAR,MALE,43.0,GENERAL,HUMP,CCTV Camera,1697,4,1701,0.99,234672.0,5,D. MADHUSUDAN RAO
WEST BENGAL,224,KHARAGPUR SADAR,MALE,53.0,GENERAL,SUCI,Battery torch,800,7,807,0.47,234672.0,6,SURANJAN MAHAPATRA
TURN OUT,,,,,TOTAL:,,,170420,965,171385,73.03,,,
WEST BENGAL,225,NARAYANGARH,MALE,57.0,GENERAL,AITC,Flowers and Grass,100440,454,100894,46.33,243832.0,1,ATTA SURJA KANTA
WEST BENGAL,225,NARAYANGARH,MALE,45.0,GENERAL,BJP,Lotus,97758,720,98478,45.23,243832.0,2,RAMA PRASAD GIRI
WEST BENGAL,225,NARAYANGARH,MALE,54.0,GENERAL,CPI(M),"Hammer, Sickle and Star",13070,159,13229,6.08,243832.0,3,TAPAS SINHA
WEST BENGAL,225,NARAYANGARH,MALE,63.0,GENERAL,SUCI,Battery torch,2812,21,2833,1.3,243832.0,4,SHYAMA PADA JANA
WEST BENGAL,225,NARAYANGARH,,,,NOTA,NOTA,1750,6,1756,0.81,243832.0,5,NOTA
WEST BENGAL,225,NARAYANGARH,MALE,33.0,GENERAL,IND,Bat,557,3,560,0.26,243832.0,6,BANAMALI DAS
TURN OUT,,,,,TOTAL:,,,216387,1363,217750,89.3,,,
WEST BENGAL,226,SABANG,MALE,68.0,GENERAL,AITC,Flowers and Grass,110370,1728,112098,47.46,264783.0,1,MANAS RANJAN BHUNIA
WEST BENGAL,226,SABANG,MALE,63.0,GENERAL,BJP,Lotus,100807,1427,102234,43.28,264783.0,2,AMULYA MAITY
WEST BENGAL,226,SABANG,MALE,47.0,GENERAL,INC,Hand,17099,344,17443,7.38,264783.0,3,CHIRANJIB BHOWMIK
WEST BENGAL,226,SABANG,,,,NOTA,NOTA,1515,19,1534,0.65,264783.0,4,NOTA
WEST BENGAL,226,SABANG,MALE,59.0,GENERAL,SUCI,Battery torch,1453,29,1482,0.63,264783.0,5,HAREKRISHNA MAITI
WEST BENGAL,226,SABANG,MALE,27.0,SC,AMB,COMPUTER,1408,2,1410,0.6,264783.0,6,DEBASHIS BARMAN
TURN OUT,,,,,TOTAL:,,,232652,3549,236201,89.21,,,
WEST BENGAL,227,PINGLA,MALE,66.0,GENERAL,AITC,Flowers and Grass,111624,811,112435,49.17,255054.0,1,AJIT MAITY
WEST BENGAL,227,PINGLA,FEMALE,47.0,GENERAL,BJP,Lotus,104754,1025,105779,46.26,255054.0,2,ANTARA BHATTACHARYYA
WEST BENGAL,227,PINGLA,MALE,72.0,GENERAL,INC,Hand,7021,82,7103,3.11,255054.0,3,SAMIR ROY
WEST BENGAL,227,PINGLA,,,,NOTA,NOTA,2060,13,2073,0.91,255054.0,4,NOTA
WEST BENGAL,227,PINGLA,MALE,39.0,GENERAL,SUCI,Battery torch,1270,9,1279,0.56,255054.0,5,SISHIR KUMAR MANNA
TURN OUT,,,,,TOTAL:,,,226729,1940,228669,89.66,,,
WEST BENGAL,228,KHARAGPUR,MALE,65.0,GENERAL,AITC,Flowers and Grass,109250,477,109727,54.85,227081.0,1,DINEN ROY
WEST BENGAL,228,KHARAGPUR,MALE,45.0,GENERAL,BJP,Lotus,72505,992,73497,36.74,227081.0,2,TAPAN BHUYA
WEST BENGAL,228,KHARAGPUR,MALE,29.0,GENERAL,CPI(M),"Hammer, Sickle and Star",11156,89,11245,5.62,227081.0,3,SYED SADDAM ALI
WEST BENGAL,228,KHARAGPUR,,,,NOTA,NOTA,2310,4,2314,1.16,227081.0,4,NOTA
WEST BENGAL,228,KHARAGPUR,MALE,38.0,GENERAL,HUMP,CCTV Camera,1687,3,1690,0.84,227081.0,5,SEKH ABDUR RAHAMAN
WEST BENGAL,228,KHARAGPUR,MALE,49.0,SC,SUCI,Battery torch,949,5,954,0.48,227081.0,6,MANIK CHANDRA PARIA
WEST BENGAL,228,KHARAGPUR,FEMALE,27.0,GENERAL,AMB,Bat,611,6,617,0.31,227081.0,7,BARSHA MAHAPATRA
TURN OUT,,,,,TOTAL:,,,198468,1576,200044,88.09,,,
WEST BENGAL,229,DEBRA,MALE,59.0,GENERAL,AITC,Flowers and Grass,94683,1167,95850,46.79,234184.0,1,HUMAYUN KABIR
WEST BENGAL,229,DEBRA,FEMALE,58.0,GENERAL,BJP,Lotus,83654,970,84624,41.31,234184.0,2,BHARATI GHOSH
WEST BENGAL,229,DEBRA,MALE,51.0,GENERAL,CPI(M),"Hammer, Sickle and Star",20450,273,20723,10.12,234184.0,3,PRANKRISHNA MONDAL
WEST BENGAL,229,DEBRA,MALE,49.0,GENERAL,SUCI,BUCKET,1501,8,1509,0.74,234184.0,4,DIPANKAR MAITY
WEST BENGAL,229,DEBRA,,,,NOTA,NOTA,1346,7,1353,0.66,234184.0,5,NOTA
WEST BENGAL,229,DEBRA,MALE,44.0,GENERAL,IND,Batsman,806,1,807,0.39,234184.0,6,SUKANTA DAS
TURN OUT,,,,,TOTAL:,,,202440,2426,204866,87.48,,,
WEST BENGAL,230,DASPUR,FEMALE,59.0,GENERAL,AITC,Flowers and Grass,113911,842,114753,51.58,298096.0,1,MAMATA BHUNIA
WEST BENGAL,230,DASPUR,MALE,36.0,GENERAL,BJP,Lotus,87178,733,87911,39.52,298096.0,2,PRASANTA BERA
WEST BENGAL,230,DASPUR,MALE,49.0,GENERAL,CPI(M),"Hammer, Sickle and Star",16649,396,17045,7.66,298096.0,3,DHRUBA SEKHAR MANDAL
WEST BENGAL,230,DASPUR,MALE,41.0,GENERAL,SUCI,Battery torch,1379,8,1387,0.62,298096.0,4,JAGADISH MONDAL ADHIKARY
WEST BENGAL,230,DASPUR,,,,NOTA,NOTA,1356,12,1368,0.61,298096.0,5,NOTA
TURN OUT,,,,,TOTAL:,,,220473,1991,222464,74.63,,,
WEST BENGAL,231,GHATAL,MALE,31.0,SC,BJP,Lotus,104753,1059,105812,46.95,279908.0,1,SITAL KAPAT
WEST BENGAL,231,GHATAL,MALE,63.0,SC,AITC,Flowers and Grass,104044,802,104846,46.52,279908.0,2,SHANKAR DOLAI
WEST BENGAL,231,GHATAL,MALE,47.0,SC,CPI(M),"Hammer, Sickle and Star",9931,234,10165,4.51,279908.0,3,KAMAL CHANDRA DOLUI
WEST BENGAL,231,GHATAL,MALE,58.0,SC,SUCI,Battery torch,1998,10,2008,0.89,279908.0,4,ANJAN JANA
WEST BENGAL,231,GHATAL,,,,NOTA,NOTA,1295,10,1305,0.58,279908.0,5,NOTA
WEST BENGAL,231,GHATAL,MALE,51.0,SC,IND,Pen Nib with Seven Rays,1232,7,1239,0.55,279908.0,6,TAPAN KUMAR DOLUI
TURN OUT,,,,,TOTAL:,,,223253,2122,225375,80.52,,,
WEST BENGAL,232,CHANDRAKONA,MALE,40.0,SC,AITC,Flowers and Grass,121315,531,121846,48.87,279867.0,1,ARUP DHARA
WEST BENGAL,232,CHANDRAKONA,MALE,44.0,SC,BJP,Lotus,109831,734,110565,44.35,279867.0,2,SIBARAM DAS
WEST BENGAL,232,CHANDRAKONA,MALE,65.0,SC,RSSCMJP,Envelope,10712,89,10801,4.33,279867.0,3,GOURANGA DAS
WEST BENGAL,232,CHANDRAKONA,,,,NOTA,NOTA,2900,6,2906,1.17,279867.0,4,NOTA
WEST BENGAL,232,CHANDRAKONA,MALE,65.0,SC,IND,Camera,1666,4,1670,0.67,279867.0,5,SUDHIR ARI
WEST BENGAL,232,CHANDRAKONA,MALE,53.0,SC,SUCI,Battery torch,1524,3,1527,0.61,279867.0,6,AKSHAY KHAN
TURN OUT,,,,,TOTAL:,,,247948,1367,249315,89.08,,,
WEST BENGAL,233,GARBETA,FEMALE,56.0,GENERAL,AITC,Flowers and Grass,94358,570,94928,45.71,232046.0,1,UTTARA SINGHA (HAZRA)
WEST BENGAL,233,GARBETA,MALE,49.0,GENERAL,BJP,Lotus,83739,617,84356,40.62,232046.0,2,MADAN RUIDAS
WEST BENGAL,233,GARBETA,MALE,59.0,GENERAL,CPI(M),"Hammer, Sickle and Star",22912,130,23042,11.09,232046.0,3,GHOSH KUMAR TAPAN
WEST BENGAL,233,GARBETA,,,,NOTA,NOTA,2701,18,2719,1.31,232046.0,4,NOTA
WEST BENGAL,233,GARBETA,MALE,52.0,GENERAL,SUCI,Battery torch,1796,7,1803,0.87,232046.0,5,TAPAS KUMAR MISHRA
WEST BENGAL,233,GARBETA,MALE,25.0,GENERAL,IND,Bat,830,3,833,0.4,232046.0,6,KUTUBUDDIN KHAN
TURN OUT,,,,,TOTAL:,,,206336,1345,207681,89.5,,,
