state_ut_name,ac_no,ac_name,sex,age,category,party,symbol,general,postal,total,pct_votes_polled,total_electors,candidate_no,candidate_name
WEST BENGAL,59,RAGHUNATHGANJ,,,,NOTA,NOTA,2935,3,2938,1.54,249559.0,5,NOTA
WEST BENGAL,59,RAGHUNATHGANJ,MALE,39.0,GENERAL,SDPI,Gas Cylinder,1354,7,1361,0.71,249559.0,6,MD. JAKIR HOSSAIN
WEST BENGAL,59,RAGHUNATHGANJ,MALE,46.0,GENERAL,SUCI,Battery torch,911,2,913,0.48,249559.0,7,RABIUL ALAM
WEST BENGAL,59,RAGHUNATHGANJ,MALE,62.0,GENERAL,WPOI,Boat with Man and Sail,865,3,868,0.46,249559.0,8,M A HANNAN
TURN OUT,,,,,TOTAL:,,,189906,572,190478,76.33,,,
WEST BENGAL,60,SAGARDIGHI,MALE,71.0,GENERAL,AITC,Flowers and Grass,94880,309,95189,50.95,236885.0,1,SUBRATA SAHA
WEST BENGAL,60,SAGARDIGHI,FEMALE,50.0,GENERAL,BJP,Lotus,44692,291,44983,24.08,236885.0,2,KHATUN MAFUJA
WEST BENGAL,60,SAGARDIGHI,MALE,45.0,GENERAL,INC,Hand,36055,289,36344,19.45,236885.0,3,SK M HASANUZZAMAN (BAPPA)
WEST BENGAL,60,SAGARDIGHI,MALE,38.0,GENERAL,AIMIM,Kite,3449,1,3450,1.85,236885.0,4,NURE MAHABOOB ALAM
WEST BENGAL,60,SAGARDIGHI,,,,NOTA,NOTA,1705,0,1705,0.91,236885.0,5,NOTA
WEST BENGAL,60,SAGARDIGHI,MALE,41.0,ST,BMUP,Cot,1654,2,1656,0.89,236885.0,6,SUPAL MURMU
WEST BENGAL,60,SAGARDIGHI,MALE,55.0,GENERAL,SDPI,Gas Cylinder,1278,2,1280,0.69,236885.0,7,ABDUT TAWAB
WEST BENGAL,60,SAGARDIGHI,MALE,46.0,GENERAL,BSP,Elephant,978,3,981,0.53,236885.0,8,DHANANJAY BANERJEE
WEST BENGAL,60,SAGARDIGHI,MALE,44.0,GENERAL,SUCI,Battery torch,694,4,698,0.37,236885.0,9,MIRZA LUTFUL HOQUE
WEST BENGAL,60,SAGARDIGHI,FEMALE,45.0,GENERAL,IND,Bat,527,3,530,0.28,236885.0,10,SANTA BHATTACHERJEE
TURN OUT,,,,,TOTAL:,,,185912,904,186816,78.86,,,
WEST BENGAL,61,LALGOLA,MALE,57.0,GENERAL,AITC,Flowers and Grass,107703,157,107860,56.64,234381.0,1,ALI MOHAMMAD
WEST BENGAL,61,LALGOLA,MALE,71.0,GENERAL,INC,Hand,46891,262,47153,24.76,234381.0,2,ABU HENA
WEST BENGAL,61,LALGOLA,FEMALE,63.0,GENERAL,BJP,Lotus,29340,124,29464,15.47,234381.0,3,KALPANA GHOSH
WEST BENGAL,61,LALGOLA,MALE,36.0,SC,IND,Water Melon,1691,0,1691,0.89,234381.0,4,ABHIJIT HALDAR
WEST BENGAL,61,LALGOLA,,,,NOTA,NOTA,1391,3,1394,0.73,234381.0,5,NOTA
WEST BENGAL,61,LALGOLA,FEMALE,50.0,GENERAL,SDPI,Gas Cylinder,953,1,954,0.5,234381.0,6,NAJIMA KAYAL
WEST BENGAL,61,LALGOLA,MALE,66.0,SC,BSP,Elephant,850,2,852,0.45,234381.0,7,BHARAT CHANDRA BISWAS
WEST BENGAL,61,LALGOLA,MALE,54.0,GENERAL,SUCI,Battery torch,652,1,653,0.34,234381.0,8,MUNTASIR ZAMIL
WEST BENGAL,61,LALGOLA,FEMALE,38.0,GENERAL,LJP,Bungalow,417,0,417,0.22,234381.0,9,KAKALI DEBNATH
TURN OUT,,,,,TOTAL:,,,189888,550,190438,81.25,,,
WEST BENGAL,62,BHAGAWANGOLA,MALE,70.0,GENERAL,AITC,Flowers and Grass,153430,365,153795,68.05,263765.0,1,IDRIS ALI
WEST BENGAL,62,BHAGAWANGOLA,MALE,45.0,GENERAL,CPI(M),"Hammer, Sickle and Star",47512,275,47787,21.15,263765.0,2,MD. KAMAL HOSSAIN
WEST BENGAL,62,BHAGAWANGOLA,MALE,41.0,GENERAL,BJP,Lotus,16652,55,16707,7.39,263765.0,3,MEHEBUB ALAM
WEST BENGAL,62,BHAGAWANGOLA,,,,NOTA,NOTA,3392,4,3396,1.5,263765.0,4,NOTA
WEST BENGAL,62,BHAGAWANGOLA,MALE,27.0,GENERAL,IND,Gas Cylinder,827,0,827,0.37,263765.0,5,MD. MOSARAF HOSSAIN
WEST BENGAL,62,BHAGAWANGOLA,MALE,48.0,GENERAL,BSP,Elephant,783,1,784,0.35,263765.0,6,SEIKH RABIUL ALAM
WEST BENGAL,62,BHAGAWANGOLA,MALE,47.0,GENERAL,IND,Computer Mouse,652,0,652,0.29,263765.0,7,SYED IMRAN ALI MEERZA
WEST BENGAL,62,BHAGAWANGOLA,MALE,59.0,GENERAL,IUML,Ladder,614,3,617,0.27,263765.0,8,REJAUL KARIM SK
WEST BENGAL,62,BHAGAWANGOLA,MALE,40.0,GENERAL,SUCI,Battery torch,447,2,449,0.2,263765.0,9,ABDUL MABUD NAYAN
WEST BENGAL,62,BHAGAWANGOLA,FEMALE,34.0,GENERAL,BAHUMP,Whistle,421,0,421,0.19,263765.0,10,MST. SIKHA KHATUN
WEST BENGAL,62,BHAGAWANGOLA,MALE,55.0,GENERAL,IND,BISCUIT,289,1,290,0.13,263765.0,11,MD. NURUL ISLAM
WEST BENGAL,62,BHAGAWANGOLA,MALE,32.0,GENERAL,UTSAP,Boat with Man and Sail,265,0,265,0.12,263765.0,12,ALI HOSSAIN
TURN OUT,,,,,TOTAL:,,,225284,706,225990,85.68,,,
WEST BENGAL,63,RANINAGAR,MALE,38.0,GENERAL,AITC,Flowers and Grass,134346,611,134957,60.79,256101.0,1,ABDUL SOUMIK HOSSAIN
WEST BENGAL,63,RANINAGAR,FEMALE,52.0,GENERAL,INC,Hand,54918,337,55255,24.89,256101.0,2,FIROZA BEGAM
WEST BENGAL,63,RANINAGAR,FEMALE,51.0,GENERAL,BJP,Lotus,21010,128,21138,9.52,256101.0,3,MST MASUARA KHATUN
WEST BENGAL,63,RANINAGAR,,,,NOTA,NOTA,2769,5,2774,1.25,256101.0,4,NOTA
WEST BENGAL,63,RANINAGAR,MALE,35.0,GENERAL,RSSCMJP,Envelope,2752,2,2754,1.24,256101.0,5,GOLAM MASUM REJA
WEST BENGAL,63,RANINAGAR,MALE,43.0,GENERAL,SDPI,Gas Cylinder,1385,8,1393,0.63,256101.0,6,MD SAHER ALAM
WEST BENGAL,63,RANINAGAR,FEMALE,43.0,GENERAL,IND,Scissors,882,2,884,0.4,256101.0,7,FIROZA BIBI
WEST BENGAL,63,RANINAGAR,MALE,38.0,GENERAL,IND,Bat,827,1,828,0.37,256101.0,8,HASIBUL ISLAM
WEST BENGAL,63,RANINAGAR,FEMALE,38.0,GENERAL,BSP,Elephant,584,3,587,0.26,256101.0,9,RULIYA PARVIN
WEST BENGAL,63,RANINAGAR,FEMALE,35.0,GENERAL,SUCI,Battery torch,497,4,501,0.23,256101.0,10,NASRIN NAHER LUCY
WEST BENGAL,63,RANINAGAR,MALE,38.0,GENERAL,IND,BUCKET,496,0,496,0.22,256101.0,11,SAFIUR RAHAMAN MANDAL
WEST BENGAL,63,RANINAGAR,MALE,30.0,GENERAL,BAHUMP,School Bag,246,1,247,0.11,256101.0,12,ABDUL HAI
WEST BENGAL,63,RANINAGAR,FEMALE,45.0,GENERAL,UTSAP,Boat with Man and Sail,198,4,202,0.09,256101.0,13,SAIRA BIBI
TURN OUT,,,,,TOTAL:,,,220910,1106,222016,86.69,,,
WEST BENGAL,64,MURSHIDABAD,MALE,48.0,GENERAL,BJP,Lotus,95330,637,95967,41.86,268221.0,1,GOURI SANKAR GHOSH
WEST BENGAL,64,MURSHIDABAD,FEMALE,48.0,GENERAL,AITC,Flowers and Grass,93047,429,93476,40.78,268221.0,2,SHAONI SINGHA ROY
WEST BENGAL,64,MURSHIDABAD,MALE,43.0,GENERAL,INC,Hand,28698,137,28835,12.58,268221.0,3,NEAJUDDIN SK
WEST BENGAL,64,MURSHIDABAD,,,,NOTA,NOTA,2897,7,2904,1.27,268221.0,4,NOTA
WEST BENGAL,64,MURSHIDABAD,MALE,34.0,GENERAL,IND,Football,2278,0,2278,0.99,268221.0,5,BELLAL SK
WEST BENGAL,64,MURSHIDABAD,MALE,45.0,GENERAL,RSSCMJP,Envelope,1441,1,1442,0.63,268221.0,6,HABIB SAIKH
WEST BENGAL,64,MURSHIDABAD,MALE,32.0,SC,BSP,Elephant,1099,0,1099,0.48,268221.0,7,MADAN MOHAN MANDAL
WEST BENGAL,64,MURSHIDABAD,FEMALE,39.0,GENERAL,SUCI,Battery torch,1004,0,1004,0.44,268221.0,8,MILIA SAJEM
WEST BENGAL,64,MURSHIDABAD,FEMALE,37.0,GENERAL,IND,Cauliflower,753,0,753,0.33,268221.0,9,GOURI DAS SARKAR
WEST BENGAL,64,MURSHIDABAD,MALE,48.0,GENERAL,IND,Bat,700,0,700,0.31,268221.0,10,SUBIR GHOSH
WEST BENGAL,64,MURSHIDABAD,MALE,51.0,ST,IND,Boat with Man and Sail,535,0,535,0.23,268221.0,11,MAHIRAM MURMU
WEST BENGAL,64,MURSHIDABAD,MALE,33.0,GENERAL,DSPI,Laptop,238,0,238,0.1,268221.0,12,SUJAT SK
TURN OUT,,,,,TOTAL:,,,228020,1211,229231,85.46,,,
WEST BENGAL,65,NABAGRAM,MALE,67.0,SC,AITC,Flowers and Grass,99722,733,100455,48.18,251378.0,1,KANAI CHANDRA MONDAL
WEST BENGAL,65,NABAGRAM,MALE,39.0,SC,BJP,Lotus,64485,437,64922,31.14,251378.0,2,MOHAN HALDER
WEST BENGAL,65,NABAGRAM,FEMALE,47.0,SC,CPI(M),"Hammer, Sickle and Star",38926,203,39129,18.77,251378.0,3,KRIPALINI GHOSH
WEST BENGAL,65,NABAGRAM,,,,NOTA,NOTA,2625,4,2629,1.26,251378.0,4,NOTA
WEST BENGAL,65,NABAGRAM,MALE,53.0,SC,SUCI,Battery torch,1378,3,1381,0.66,251378.0,5,BARUN MANDAL
TURN OUT,,,,,TOTAL:,,,207136,1380,208516,82.95,,,
WEST BENGAL,66,KHARGRAM,MALE,48.0,SC,AITC,Flowers and Grass,92737,518,93255,50.15,228923.0,1,ASHIS MARJIT
WEST BENGAL,66,KHARGRAM,MALE,38.0,SC,BJP,Lotus,60281,401,60682,32.64,228923.0,2,ADITYA MOULIK
WEST BENGAL,66,KHARGRAM,MALE,48.0,SC,INC,Hand,27336,87,27423,14.75,228923.0,3,BIPAD TARAN BAGDI
WEST BENGAL,66,KHARGRAM,,,,NOTA,NOTA,1683,2,1685,0.91,228923.0,4,NOTA
WEST BENGAL,66,KHARGRAM,FEMALE,51.0,SC,CPI(ML)(L),Flag with Three Stars,1509,2,1511,0.81,228923.0,5,TULU BALA DAS
WEST BENGAL,66,KHARGRAM,MALE,39.0,SC,JD(U),Arrow,1378,2,1380,0.74,228923.0,6,MANIK KUMAR DAS
TURN OUT,,,,,TOTAL:,,,184924,1012,185936,81.22,,,
WEST BENGAL,67,BURWAN,MALE,44.0,SC,AITC,Flowers and Grass,81320,570,81890,46.32,217500.0,1,JIBAN KRISHNA SAHA
WEST BENGAL,67,BURWAN,MALE,37.0,SC,BJP,Lotus,78680,461,79141,44.76,217500.0,2,AMIYA KUMAR DAS
WEST BENGAL,67,BURWAN,MALE,43.0,SC,INC,Hand,12166,94,12260,6.93,217500.0,3,SHILADITYA HALDAR
WEST BENGAL,67,BURWAN,,,,NOTA,NOTA,2002,6,2008,1.14,217500.0,4,NOTA
WEST BENGAL,67,BURWAN,MALE,40.0,SC,IND,Cauliflower,1501,3,1504,0.85,217500.0,5,NARESH KUMAR DAS
TURN OUT,,,,,TOTAL:,,,175669,1134,176803,81.29,,,
WEST BENGAL,68,KANDI,MALE,57.0,GENERAL,AITC,Flowers and Grass,94594,805,95399,51.16,238973.0,1,APURBA SARKAR (DAVID)
WEST BENGAL,68,KANDI,MALE,59.0,GENERAL,BJP,Lotus,56625,694,57319,30.74,238973.0,2,GOUTAM ROY
WEST BENGAL,68,KANDI,MALE,63.0,GENERAL,INC,Hand,27296,259,27555,14.78,238973.0,3,SHAFIUL ALAM KHAN (BONU)
WEST BENGAL,68,KANDI,,,,NOTA,NOTA,3121,10,3131,1.68,238973.0,4,NOTA
WEST BENGAL,68,KANDI,MALE,44.0,GENERAL,IND,Football,1767,2,1769,0.95,238973.0,5,SYED AZIZUR HOSSAIN(NASHIM)
WEST BENGAL,68,KANDI,MALE,37.0,SC,IND,Bat,473,0,473,0.25,238973.0,6,SUFAL BAGDI
WEST BENGAL,68,KANDI,MALE,31.0,GENERAL,JSTDVPMTP,Gas Cylinder,357,3,360,0.19,238973.0,7,SHER ALAM
WEST BENGAL,68,KANDI,MALE,43.0,SC,SUCI,Battery torch,262,2,264,0.14,238973.0,8,SUKHEN HALDAR
WEST BENGAL,68,KANDI,MALE,40.0,SC,IND,Mike,210,1,211,0.11,238973.0,9,BODON DAS
TURN OUT,,,,,TOTAL:,,,184705,1776,186481,78.03,,,
WEST BENGAL,69,BHARATPUR,MALE,61.0,GENERAL,AITC,Flowers and Grass,95906,320,96226,50.9,243603.0,1,HUMAYUN KABIR
WEST BENGAL,69,BHARATPUR,MALE,38.0,GENERAL,BJP,Lotus,52809,334,53143,28.11,243603.0,2,IMAN KALYAN MUKHERJEE
WEST BENGAL,69,BHARATPUR,MALE,46.0,GENERAL,INC,Hand,30013,103,30116,15.93,243603.0,3,KAMALESH CHATTERJEE (GOPAL)
WEST BENGAL,69,BHARATPUR,MALE,64.0,GENERAL,AMB,Boat with Man and Sail,2581,0,2581,1.37,243603.0,4,BADAN GHOSH
WEST BENGAL,69,BHARATPUR,,,,NOTA,NOTA,2441,3,2444,1.29,243603.0,5,NOTA
WEST BENGAL,69,BHARATPUR,MALE,31.0,GENERAL,AIMIM,Kite,2067,9,2076,1.1,243603.0,6,SAJJAD HOSSAIN
WEST BENGAL,69,BHARATPUR,MALE,56.0,GENERAL,BSP,Elephant,1445,5,1450,0.77,243603.0,7,SHYAMAPADA GHOSH
WEST BENGAL,69,BHARATPUR,MALE,37.0,GENERAL,IND,Cauliflower,1010,1,1011,0.53,243603.0,8,BASUDEB SAHA
TURN OUT,,,,,TOTAL:,,,188272,775,189047,77.6,,,
WEST BENGAL,70,REJINAGAR,MALE,61.0,GENERAL,AITC,Flowers and Grass,117625,869,118494,56.31,259771.0,1,RABIUL ALAM CHOWDHURY
WEST BENGAL,70,REJINAGAR,MALE,53.0,GENERAL,BJP,Lotus,49611,615,50226,23.87,259771.0,2,ARABINDA BISWAS
WEST BENGAL,70,REJINAGAR,MALE,46.0,GENERAL,INC,Hand,36988,294,37282,17.72,259771.0,3,KAFIRUDDIN SK
WEST BENGAL,70,REJINAGAR,,,,NOTA,NOTA,1550,10,1560,0.74,259771.0,4,NOTA
WEST BENGAL,70,REJINAGAR,MALE,56.0,GENERAL,SUCI,Battery Torch,1338,0,1338,0.64,259771.0,5,MD. BABAR ALI
WEST BENGAL,70,REJINAGAR,MALE,43.0,GENERAL,IUML,Ladder,1035,4,1039,0.49,259771.0,6,MUJIBUR RAHAMAN
WEST BENGAL,70,REJINAGAR,MALE,26.0,GENERAL,HAMS,Pan,504,2,506,0.24,259771.0,7,HASANUR ZAMAN SK
TURN OUT,,,,,TOTAL:,,,208651,1794,210445,81.01,,,
WEST BENGAL,71,BELDANGA,MALE,47.0,GENERAL,AITC,Flowers and Grass,112173,689,112862,55.19,252944.0,1,HASANUZZAMAN SK
WEST BENGAL,71,BELDANGA,MALE,52.0,GENERAL,BJP,Lotus,58417,613,59030,28.86,252944.0,2,SUMIT GHOSH
WEST BENGAL,71,BELDANGA,MALE,63.0,GENERAL,INC,Hand,26742,207,26949,13.18,252944.0,3,SAFIUJJAMAN SEIKH
WEST BENGAL,71,BELDANGA,FEMALE,56.0,GENERAL,IND,COCONUT FARM,1965,3,1968,0.96,252944.0,4,KAJAL GHOSH BISWAS
WEST BENGAL,71,BELDANGA,,,,NOTA,NOTA,1361,7,1368,0.67,252944.0,5,NOTA
WEST BENGAL,71,BELDANGA,MALE,29.0,GENERAL,DSPI,Football,1173,3,1176,0.58,252944.0,6,MD: SAGIR HOSSAIN
WEST BENGAL,71,BELDANGA,MALE,56.0,SC,IND,Pendulum,678,2,680,0.33,252944.0,7,MUKTI PADA KONAI
WEST BENGAL,71,BELDANGA,MALE,39.0,GENERAL,SUCI,Battery Torch,472,6,478,0.23,252944.0,8,SARIFUL ISLAM
TURN OUT,,,,,TOTAL:,,,202981,1530,204511,80.85,,,
WEST BENGAL,72,BAHARAMPUR,MALE,54.0,GENERAL,BJP,Lotus,87759,1581,89340,45.21,260667.0,1,SUBRATA MAITRA (KANCHAN)
WEST BENGAL,72,BAHARAMPUR,MALE,41.0,GENERAL,AITC,Flowers and Grass,61835,653,62488,31.62,260667.0,2,NARU GOPAL MUKHERJEE
WEST BENGAL,72,BAHARAMPUR,MALE,67.0,GENERAL,INC,Hand,39377,790,40167,20.33,260667.0,3,MANOJ CHAKRABORTY
WEST BENGAL,72,BAHARAMPUR,,,,NOTA,NOTA,2504,21,2525,1.28,260667.0,4,NOTA
WEST BENGAL,72,BAHARAMPUR,MALE,46.0,GENERAL,BSP,Elephant,1081,7,1088,0.55,260667.0,5,SAJAL SEN
WEST BENGAL,72,BAHARAMPUR,MALE,64.0,GENERAL,SUCI,Battery torch,1029,9,1038,0.53,260667.0,6,GOUTAM GHOSH (DWARAK GHOSH)
WEST BENGAL,72,BAHARAMPUR,MALE,52.0,SC,IND,Bat,547,0,547,0.28,260667.0,7,SUJIT KUMAR DAS
WEST BENGAL,72,BAHARAMPUR,FEMALE,30.0,GENERAL,BMUP,Cot,413,1,414,0.21,260667.0,8,REKHA ROY
TURN OUT,,,,,TOTAL:,,,194545,3062,197607,75.81,,,
WEST BENGAL,73,HARIHARPARA,MALE,70.0,GENERAL,AITC,Flowers and Grass,101982,678,102660,47.51,247421.0,1,NIAMOT SHEIKH
WEST BENGAL,73,HARIHARPARA,MALE,49.0,GENERAL,INC,Hand,88000,594,88594,41.0,247421.0,2,MIR ALAMGIR (PALASH)
WEST BENGAL,73,HARIHARPARA,MALE,34.0,GENERAL,BJP,Lotus,18261,117,18378,8.51,247421.0,3,TANMOY BISWAS
WEST BENGAL,73,HARIHARPARA,MALE,54.0,GENERAL,SUCI,Battery torch,1711,14,1725,0.8,247421.0,4,GOLAM AMBIA
WEST BENGAL,73,HARIHARPARA,,,,NOTA,NOTA,1105,12,1117,0.52,247421.0,5,NOTA
WEST BENGAL,73,HARIHARPARA,MALE,32.0,GENERAL,IND,COCONUT FARM,1079,0,1079,0.5,247421.0,6,RAFIKUL ISLAM
WEST BENGAL,73,HARIHARPARA,MALE,46.0,GENERAL,IND,Bat,994,0,994,0.46,247421.0,7,SAHABUR RAHAMAN KHA
WEST BENGAL,73,HARIHARPARA,MALE,39.0,GENERAL,IND,Chappals,673,1,674,0.31,247421.0,8,MINTU HALDAR
WEST BENGAL,73,HARIHARPARA,MALE,64.0,GENERAL,IND,Cauliflower,265,2,267,0.12,247421.0,9,ABUBAKKAR MANDAL
WEST BENGAL,73,HARIHARPARA,MALE,39.0,GENERAL,IND,COMPUTER,230,1,231,0.11,247421.0,10,ALAMGIR MANDAL
WEST BENGAL,73,HARIHARPARA,MALE,48.0,GENERAL,IND,BOX,202,0,202,0.09,247421.0,11,WAHED ANSARY
WEST BENGAL,73,HARIHARPARA,MALE,51.0,SC,IND,Green Chilli,153,1,154,0.07,247421.0,12,INDRAJIT BAGDI
TURN OUT,,,,,TOTAL:,,,214655,1420,216075,87.33,,,
WEST BENGAL,74,NOWDA,FEMALE,55.0,GENERAL,AITC,Flowers and Grass,117130,554,117684,58.16,247688.0,1,SAHINA MOMTAZ KHAN
WEST BENGAL,74,NOWDA,MALE,32.0,GENERAL,BJP,Lotus,43238,293,43531,21.51,247688.0,2,ANUPAM MANDAL
WEST BENGAL,74,NOWDA,MALE,42.0,GENERAL,INC,Hand,31442,146,31588,15.61,247688.0,3,MOSARAF HOSSAIN MONDAL (MADHU)
WEST BENGAL,74,NOWDA,MALE,50.0,GENERAL,IND,Football,4323,70,4393,2.17,247688.0,4,SAMIK MANDAL
WEST BENGAL,74,NOWDA,MALE,26.0,GENERAL,IND,Bat,1397,0,1397,0.69,247688.0,5,SAMINUL ANSARY
WEST BENGAL,74,NOWDA,,,,NOTA,NOTA,1301,7,1308,0.65,247688.0,6,NOTA
WEST BENGAL,74,NOWDA,FEMALE,43.0,GENERAL,IND,Cauliflower,946,3,949,0.47,247688.0,7,SAHINA MAMTAJ
WEST BENGAL,74,NOWDA,MALE,26.0,GENERAL,HAMS,Pan,893,0,893,0.44,247688.0,8,MD. WASIM AKRAM
WEST BENGAL,74,NOWDA,MALE,60.0,GENERAL,SUCI,Battery Torch,350,2,352,0.17,247688.0,9,SAHIDUL ISLAM (KALU)
WEST BENGAL,74,NOWDA,MALE,38.0,GENERAL,IND,Tennis Racket & Ball,252,2,254,0.13,247688.0,10,MOSARROF HOSSAIN
TURN OUT,,,,,TOTAL:,,,201272,1077,202349,81.7,,,
WEST BENGAL,75,DOMKAL,MALE,45.0,GENERAL,AITC,Flowers and Grass,127173,498,127671,56.45,266283.0,1,JAFIKUL ISLAM
WEST BENGAL,75,DOMKAL,MALE,41.0,GENERAL,CPI(M),"Hammer, Sickle and Star",79968,474,80442,35.57,266283.0,2,MD. MOSTAFIJUR RAHAMAN (RANA)
WEST BENGAL,75,DOMKAL,FEMALE,39.0,GENERAL,BJP,Lotus,12247,101,12348,5.46,266283.0,3,BIYAMMA MONDAL (RUBIA)
WEST BENGAL,75,DOMKAL,,,,NOTA,NOTA,2413,6,2419,1.07,266283.0,4,NOTA
WEST BENGAL,75,DOMKAL,MALE,74.0,GENERAL,IND,BUCKET,729,0,729,0.32,266283.0,5,IMAN ALI BISWAS
WEST BENGAL,75,DOMKAL,MALE,27.0,GENERAL,JSTDVPMTP,Battery torch,678,1,679,0.3,266283.0,6,AMIR SOHAIL
WEST BENGAL,75,DOMKAL,MALE,29.0,GENERAL,IND,CHESS BOARD,611,1,612,0.27,266283.0,7,MD JEWEL MONDAL
WEST BENGAL,75,DOMKAL,MALE,61.0,GENERAL,IUML,Ladder,518,3,521,0.23,266283.0,8,HIKMAT ALI
WEST BENGAL,75,DOMKAL,MALE,54.0,GENERAL,IND,Basket containing Fruits,469,0,469,0.21,266283.0,9,AYENUL HAQUE
WEST BENGAL,75,DOMKAL,MALE,54.0,GENERAL,SUCI,Saw,291,2,293,0.13,266283.0,10,SAMSUZZAMAN(KAJAL)
TURN OUT,,,,,TOTAL:,,,225097,1086,226183,84.94,,,
WEST BENGAL,76,JALANGI,MALE,63.0,GENERAL,AITC,Flowers and Grass,123096,744,123840,55.74,261258.0,1,ABDUR RAZZAK
WEST BENGAL,76,JALANGI,MALE,65.0,GENERAL,CPI(M),"Hammer, Sickle and Star",44224,340,44564,20.06,261258.0,2,SAIFUL ISLAM MOLLA
WEST BENGAL,76,JALANGI,MALE,49.0,GENERAL,BJP,Lotus,43395,378,43773,19.7,261258.0,3,CHANDAN MANDAL
WEST BENGAL,76,JALANGI,FEMALE,27.0,GENERAL,IND,Table,4172,17,4189,1.89,261258.0,4,RAFIKA SULTANA
WEST BENGAL,76,JALANGI,,,,NOTA,NOTA,2540,11,2551,1.15,261258.0,5,NOTA
WEST BENGAL,76,JALANGI,MALE,34.0,GENERAL,AIMIM,Kite,1327,11,1338,0.6,261258.0,6,ALSOKUAT JAMAN
WEST BENGAL,76,JALANGI,MALE,50.0,GENERAL,IND,Gramophone,726,3,729,0.33,261258.0,7,NABENDU KUMAR MONDAL
WEST BENGAL,76,JALANGI,MALE,46.0,SC,AMB,Boat with Man and Sail,381,7,388,0.17,261258.0,8,SUBIR KUMAR SARKAR
WEST BENGAL,76,JALANGI,MALE,62.0,GENERAL,BMUP,Cot,277,0,277,0.12,261258.0,9,MD. ABDUL HAMID
WEST BENGAL,76,JALANGI,MALE,60.0,GENERAL,SUCI,Battery torch,261,3,264,0.12,261258.0,10,ENAMUL HAQUE
WEST BENGAL,76,JALANGI,MALE,33.0,GENERAL,JSTDVPMTP,Gas Cylinder,253,1,254,0.11,261258.0,11,SARIFUL MANDAL
TURN OUT,,,,,TOTAL:,,,220652,1515,222167,85.04,,,
WEST BENGAL,77,KARIMPUR,MALE,63.0,GENERAL,AITC,Flowers and Grass,108966,1945,110911,50.07,251039.0,1,BIMALENDU SINHA ROY
WEST BENGAL,77,KARIMPUR,MALE,49.0,GENERAL,BJP,Lotus,85825,1511,87336,39.43,251039.0,2,SAMARENDRANATH GHOSH
WEST BENGAL,77,KARIMPUR,MALE,52.0,GENERAL,CPI(M),"Hammer, Sickle and Star",16885,300,17185,7.76,251039.0,3,PRABHAS MAJUMDAR
WEST BENGAL,77,KARIMPUR,MALE,66.0,GENERAL,SUCI,Battery torch,1460,9,1469,0.66,251039.0,4,DHANAPATI MONDAL
WEST BENGAL,77,KARIMPUR,,,,NOTA,NOTA,1316,12,1328,0.6,251039.0,5,NOTA
WEST BENGAL,77,KARIMPUR,MALE,27.0,GENERAL,IND,Helicopter,1306,4,1310,0.59,251039.0,6,PREMANANDA MANDAL
WEST BENGAL,77,KARIMPUR,MALE,70.0,SC,BSP,Elephant,1261,11,1272,0.57,251039.0,7,JITENDRANATH HALDER
WEST BENGAL,77,KARIMPUR,FEMALE,39.0,SC,IND,Cauliflower,694,1,695,0.31,251039.0,8,MOUSUMI SAHA MANDAL
TURN OUT,,,,,TOTAL:,,,217713,3793,221506,88.24,,,
WEST BENGAL,78,TEHATTA,MALE,61.0,GENERAL,AITC,Flowers and Grass,96249,1599,97848,44.86,252454.0,1,TAPAS KUMAR SAHA
WEST BENGAL,78,TEHATTA,MALE,59.0,GENERAL,BJP,Lotus,89503,1430,90933,41.69,252454.0,2,ASHUTOSH PAUL
WEST BENGAL,78,TEHATTA,MALE,56.0,GENERAL,CPI(M),"Hammer, Sickle and Star",22905,334,23239,10.65,252454.0,3,SUBODH CHANDRA BISWAS
WEST BENGAL,78,TEHATTA,MALE,52.0,SC,BSP,Elephant,1846,30,1876,0.86,252454.0,4,TARAK NATH BISWAS
WEST BENGAL,78,TEHATTA,,,,NOTA,NOTA,1726,10,1736,0.8,252454.0,5,NOTA
WEST BENGAL,78,TEHATTA,MALE,43.0,SC,IND,Camera,1437,2,1439,0.66,252454.0,6,RABINDRANATH HALDER
WEST BENGAL,78,TEHATTA,MALE,33.0,SC,PMPT,Batsman,632,6,638,0.29,252454.0,7,SURYA BISWAS
WEST BENGAL,78,TEHATTA,MALE,32.0,SC,IND,FLUTE,395,5,400,0.18,252454.0,8,CHIRANJIT SARDAR
TURN OUT,,,,,TOTAL:,,,214693,3416,218109,86.4,,,
WEST BENGAL,79,PALASHIPARA,MALE,66.0,GENERAL,AITC,Flowers and Grass,108872,1402,110274,54.22,244867.0,1,DR. MANIK BHATTACHARYA
WEST BENGAL,79,PALASHIPARA,MALE,54.0,GENERAL,BJP,Lotus,58144,794,58938,28.98,244867.0,2,BIBHASH CHANDRA MANDAL
WEST BENGAL,79,PALASHIPARA,MALE,61.0,GENERAL,CPI(M),"Hammer, Sickle and Star",25861,367,26228,12.9,244867.0,3,S.M. SADI
WEST BENGAL,79,PALASHIPARA,MALE,48.0,GENERAL,SUCI,Battery torch,1678,18,1696,0.83,244867.0,4,MANIRUZZAMAN MONDAL
WEST BENGAL,79,PALASHIPARA,MALE,43.0,SC,BSP,Elephant,1677,13,1690,0.83,244867.0,5,RATIKANTA THAKUR
